Comment,Label
"If this isn't in the next Shrek film, I'm boycotting.",positive
,neutral
"🏛Ephesians 5:1 to 8. BE therefore imitators of God, as 👩‍❤‍👩beloved 👨‍👨‍👧‍👧children; 2 And walk in 💛love, as Christ also loved💞💚 you, and gave himself up for us, an offering and sacrifice to God for a sweet-smelling aroma. 3 But fornication, and all uncleanness or covetousness, let it not even be named among you , as befits saints; 4 Neither turpitude, nor foolishness, nor jesting, which are not convenient; but first, thanksgiving. 5 For this you know, that no sexually immoral or immoral person or covetous man, who is an idolater, has an inheritance in the kingdom of Christ and of God.😨😭 6 Let no one deceive you with empty words; because for these things the wrath of God cometh upon the children of disobedience. 7 Therefore, do not be his companions. 8 For you were once darkness, but now you are light in the LORD; walk as children of light.",positive
Still here and lestining to this song in 2024❤,positive
WHAT IS THE PASSWORD FOR UAIFAAAAAAAI!,negative
"Who came from the clip of Abu Noah??
👇",neutral
The words were. Me calls California. I call for California.,neutral
"Lyrics in Latin:

Nose to you:
After so many years I doubted - do you remember me?
I was reading by the mouth of the people
They say time heals everything
But I saw nothing

 

I write - do you read?
I turned to Pontus, dreaming, alas, what life was for me
When I was poor in Rome
I forget the bright life before, ah, the misery
Oh, how far you are from me
And my status

 

[chorus]

Greetings from Ovid
I live in poor Thomas
Repentance of all affections
But with you there is never mercy

 

Hello from exile
Alas, I have lost my wits
And if I could I would not have erred in you
But now it does not matter, I am cast down from hope.

 

Hello, Auguste
I always talk about myself, please forgive me
I hope you are well
What has become difficult with that daughter?
It is clear that we are both miserable
must be

 

[chorus]

Now greetings from Ovid
I live in poor Thomas
Repentance of all affections
But with you there is never mercy

 

Hello from exile
And they die' Ovid
And if I had been able I would have written nothing to Hercules
But I was condemned by the poem and by the mistake

 

Ooooohh, mistake
Ooooohh, mistake
Ooooohh, mistake
By mistake

 

Greetings from Ovid
I live in poor Thomas
Repentance of all affections
But with you there is never mercy

 

Hello from exile
Alas, I have lost my wits
And if I could I would not have erred in you
But now it does not matter, I am cast down from hope.",negative
Take my heart ❤❤,positive
"Lyrics
Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
Very beautiful voice ❤,positive
2023 December anybody 😅😅😅,positive
"Adele's 'Hello' music video is a cinematic masterpiece that complements the haunting beauty of the song. The sepia-toned visuals and Adele's emotive performance create a poignant narrative of heartbreak and longing. The attention to detail in every frame, coupled with Adele's soul-stirring voice, evokes a deep sense of nostalgia and raw emotion. 'Hello' not only resonates as a powerful ballad but also as a visual storytelling experience that lingers in the heart, leaving an indelible mark on the viewer's soul",positive
Thanks ex girlfriend for leaving me!!!,negative
Hello 2024,neutral
"Hello my wife, I can't wait to see you again darling",positive
Woowwwww,positive
Nice song,positive
YOU SLAY,positive
Watch this then watch Easy on me!,positive
Time does not heal when you did somebody wrong they can just move on without you and when you realize they are gone forever...with some people there is not a redo so get it right the first time ❤,negative
one of my dreams was singing but when i listened to a recording of my own singing i found out that that is how other people hear it and totally gave up. but after hearing your song i want to try once again - ghania fatima (10),positive
W song,neutral
I die with this song,negative
Love love love Adel ❤️ your music is amazing and helps in hard times thank you for all you do for your fans and for being so real ❤️ 💗 🏳️‍🌈 much love sent your way and all the best in 2024 from a big fan in Canada 🇨🇦,positive
Feeling it so so so badly,negative
Indonesia,neutral
Purple,neutral
,neutral
I got masterpiece dec 28 2023,positive
Is that Michael from The Wire? Tristan Wilds,neutral
Women like Adele don't get enough recognition,positive
hello can I get a Big Mac no pickles extra ketchup uhh medium french fries and also one large sprite that will be all thanks,positive
pados kolash den yparhei poythena?,neutral
se oloys aresei h alhtheia ki as einai pikrh?,negative
ehoyn dikio ta mora na mhn toys aresoyn?,neutral
kyrie hioy ta thryskeytika sta sholeia einai ola psemata?,negative
psihojazz;,neutral
3.1B views on 1 video. Mr Beast doesn't have that for his entire channel/career 😮,positive
i wish we could go back to 2015,neutral
I LOVE it. Great,positive
My favorite song❤❤,positive
Suddenly this song pop up in my head and now I can't get rid of it,positive
"No matter how many years pass, this song will stay in our hearts forever!💖",positive
Dolan 💘✨,positive
"That line the both of us are running out of time, got me.",negative
If I ever get drunk and start playing Adele just mind your business homie,neutral
Back in 2015 This song ruined my life for atleast a good year. I broke up with my first love and a literally a few days later this fucking banger dropped couldn’t stop listening to it. What a tune!,positive
"You know this is Adele's biggest song when it's the only one that played in my country at my childhood. But does it deserve as much love as it gets? I mean, I don't know. I'm debating whether this or Send my Love is better. Probably Send my Love. It's catchier and has a good misheard lyric. But this is better than I remember, for sure. The last chorus uses real drums, it seems, which is great, I like that a lot. A lot better than ""Rolling in the Deep"", there's no denial about that.",positive
"Omg love Adele, Adele, marry me??❤💍😭🙏🕊️",positive
Whow A Video 100% I'm ex DJ,positive
Hello  Adele  Howja from Brian Ireland 😊 👍👋👣🎁♥️✋⬆️,positive
Shit voice.,negative
,neutral
Adele is just a great singer and and whenever I feel stressed I just listen to her and it soothes me so keep up the great work Adele,positive
"The last piano intro is heartbreaking. Adele, you are literally performing heart surgery without a scalpel. What an impressive voice you have. It's amazing. 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",positive
"If you could record the song of an angel, it would undoubtedly sound like this.",positive
"thank you i don't know US
I just want to help a woman. The fault lies with me. I don't blame America. I love you US🙏
It was wrong of me from the beginning to have to show an idol key show sorry🙏
It comes to the personnel of the people of the United States. America is not related to the country.
You really need it, if you ask me.
I'm speechless for what I've done. Thank you🙏💞🌷 4:23",positive
"Oh Adele, this is absolutely wonderful. My favorite!",positive
This was my moms favorite song and she passed away 2 years ago,negative
Hello diamond queen❤,positive
,neutral
Yeezy Adal for Blue Ball,neutral
😂😂😂😂😂😂😂😂😂😂😂😂Your pig is so beautiful that even your pig loved it. Are you can imagine?,positive
"What protection? Your rape gave me the only kind of ability to take anything but interest. They were like a quarter of a thread, but you left me with 15 days of torment after the rape. The most beautiful rape and the most dangerous rape in history. in STOOOOOOOOOOOOIIRY",negative
You are lucky aaaaaah if I meet with you UUUUUUUUOOOOOOOOOOOOOOOOH,positive
ok is good,positive
"Anyone else came here after typing hello on google



btw this is quite good",positive
I dedicate this song to my Dad,positive
Whenever I'm feeling down I just have to listen to this song and it reminds me that everything will be ok,positive
,neutral
Yes a love You adele❤❤❤❤❤❤,positive
"I'm in love with your voice, every cell of your body, Adele ❤❤❤",positive
,neutral
Listening directly from Brazil 🇧🇷,positive
What do you want from me,neutral
,neutral
I love this song.,positive
"when i haer dis i feel lik my mum is say hello to me from heavan. ""the other side""",positive
Once u hear her voice u will nvr forget it.... KEEP GOING!!!! YOU GOT THIS!!!!,positive
"Really, you are amazing Adele Egypt, the land of the Pharaohs, loves the beautiful Adele ❤",positive
26.12.2023. 18:52 Stević Ružica Šabac Serbia,neutral
Anyone in 2024❤👌 ?,positive
If I could have my mum back for 5mins I would sing her this love and miss you mum❤❤sonni dunne,positive
Very great singer,positive
"Hello,from the other side!!!!!!! Hope you well....❤ Wayne.South Africa",positive
HELLO...CAN YOU HEAR ME...,neutral
"It's originally a cover of the Eurobeat song sung by Lolita, but when Folder5 sings it, it becomes a completely different energetic song, which is strange.",positive
Beautiful Adele. Everything around you is beautiful and you give it beauty,positive
"My last ""HELLO"" to her was a year ago.  I listen to music when I'm feeling particularly homesick for her. I still miss her every day. Indeed, it's now impossible to return. SORRY :)",negative
Makes me think of my late father,positive
Adele one of  the  best..,positive
great performance,positive
hit like if someone listening this song in december2023,positive
She is an extremely talented singer,positive
my song.,neutral
"“im sorry for breaking your heart, but it don’t matter it clearly doesn’t tear you apart anymore..”",negative
As men we do everything for our women but sometimes they don't appreciate it. Sometimes you just have to move on.,negative
,neutral
Please avoid movies in nice music... else it will fail you 😘🇳🇦🙏,negative
Trust god guys it’s part of the steaks,positive
A stunningly beautiful woman.,positive
I adore you❤,positive
Her choice of men explains her white guilt at the awards show where she groveled to Beyoncé.,negative
#nedaarabei,neutral
Anyone in 2024?,neutral
"by...by....ADELE..., We've to played this is your excellent song performing by 20 to turned completly at 00:22am, Indonesian time, on Tuesday,Dec.'26'2023.see you later ADELE..., of the next our guest requesition form, from our MD.OWNER, Mr.YOGO, of East Java Indonesia.",positive
"A singer like few people in this current generation
Beautiful",positive
"Hi....ADELE...., the firstings we would like to saying for you, "" MERRY CHRISTMAST, '25'2023, & HAPPY NEW YEAR, 'Jan.'2024,  and so we would like to oppologys becouse we often to played this your song perform but we weren't to issued you, 'couse we didn't to turned all of your song by this our yutube channel, but by the others personal of our music odioz channel, how many days ago, ( between ten days we always to turn on this is your song perform) and as you know if we wants to plays this is your song perform by this our yutube channel, we have gotten the many troubles of the WILD PRODUCT ADVERTISING OF google & yutube situs, everthing their put on inside your this song perform, so we cuoldn't to sourching exactly, so very very difficult to get clearly, but tonight we can searching exactly, and we can so to issued you by the comment colom, alright ADELE...., before this your song performing we've to played of NIKE ARDILA performance, with her song title KU TAK AKAN BERSUARA, by 20 turned,  and than after you, we will be to plays of the fourth (4) of item number to perform the next you.'couse you are the thirth (3) item number to performing tonight, and we will to plays by 20 turn on, starting time tobeganing at 22:22pm, Monday,Dec.25'2023. weell we going to your excellent song performing first right now....!!!!",positive
WHO's Listening in 2024,neutral
I love this great song! Adele looks a lot like Yuridia to me ❤ 🇲🇽,positive
masterpiece,positive
"Hello
Can I get a
Big Mac
No Pickles
Extra
Ketchup
uhh
Medium
French Fries
And Also
One
Extra Large
Sprite
That will be all
Thanks",neutral
"Surgery.social. USA. Ceiling""hps""",neutral
Good,positive
"3.1 billion views.
Incredible.",positive
Adele my singer I love her❤,positive
Mona Lisa,neutral
"Today is December 24, 2023 a joyful day in my country while everyone is rejoicing while I cry with red eyes and a sad heart crying because I miss a person while he doesn't even think about me
It's sad isn't it 🥀 very sad I wonder am I going crazy 😢😢😢 I don't know what to do 😔",negative
"Even though all these years have passed, I feel the same way when I hear it.",positive
Again 💔,negative
Pure art,positive
Adele hello my😭😭😭😭😭😭😭😭😭😭,negative
,neutral
Yes I Can❣️🩶,positive
You are amazing,positive
13 years ago i walked away from the love of my life. To this day i can't bring myself to touch another woman without feeling like I'm cheating on her. It seems that i will spend a thousand years longing for that which i desire.,negative
"The real qtion on every guys mind is, why adele looking ready for a c shot. Come for me no pun intented...",negative
My love Adele 💓 🎉,positive
Lovely  and popular,positive
From Russia with love.,positive
I love'yso much,positive
2024 but it still the best,positive
"On the Day, viral can't describe ❤💔💖🙏🤔",positive
"hello, it's mi
ay uoz ˈuanderin if ˈafter ol ziz yeez yud like tu mit
that go ˈover ˈevrisin
zey zey zeyz seˈpouzd tu hill ye
bat ay eint dan mach ˈhilin
hello, ken yu hie mi
aim in ˌkeliˈfonye ˈdrimin eˈbaut hu ui yuzd tu bi
wen ui uyo ˈyaner and free
ive feˈgotn how it felt biˈfo ze ueld fel et ˈaue fit

zeez sach e ˈdifrance biˈtuin as
and e ˈmillen miles

hello from z ˈaze side
ay must have cold e ˈsouthand times
tu tel yu aim ˈsori for ˈevrisin zet ive dan
bat uen ai kol yu ˈneve sim tu bi home
Hello from zi ˌoutˈside
this sheet ah ken this this ive trade
tu tel yu aim ˈsori fo ˈbreakin yo hat
bat it dount ˈmether it ˈklieli daznt tee yu eˈpat ˌneniˈmo

hello, howa yu
its sou ˈtipikel ov mi tu tok eˈabout myˈself aim ˈsori
ay hope thet yue wel
did yu ˈeve make it out ov zet town uee ˈnasin ˈeve ˈhapend

its know ˈsikrit zet ze bous ov as
a ˈranin out of time

sou heˈlow from z ˈaze side (ˈaze side)
ay must have cold e ˈSouthand Times (ˈSouthand Times)
tu tel yu aim ˈsori for ˈevrisin zet ive dan
bat uen ai kol yu ˈneve sim tu bi home
hello from zi ˌoutˈside (ˌoutˈside)
this list ah ken sei this ive trade (ive trade)
tu tel yu aim ˈsori fo ˈbreakin yo hat
bat it dount ˈmether it ˈklieli daznt tee yu eˈpat ˌneniˈmo

[x4:]
(high high high high high
low low low low low)
Nothing

hello from z ˈaze side (ˈaze side)
ay must have cold e ˈSouthand Times (ˈSouthand Times)
tu tel yu aim ˈsori for ˈevrisin zet ive dan
bat uen ai kol yu ˈneve sim tu bi home
hello from zi ˌoutˈside (ˌoutˈside)
this sheet ah ken this this ive trade
tu tel yu aim ˈsori fo ˈbreakin yo hat
bat it dount ˈmether it ˈklieli daznt tee yu eˈpat ˌneniˈmo",neutral
I WATCHING THIS 200x... BUT THIS IS COOL!!!,positive
"What a song , video , camera , feelings  and voice is so great , even i started missing some one who does not exist",positive
,neutral
You just remember the good times when you break up with that person...none of the bad matters and this video describes that feeling perfectly 😢😢,positive
The British Antagonized French Immediate Family Relationships in Order to Promote the Song with Terrorist after 9/11...Government Induced Plays Don't Count...,negative
hmm...only 3.1 billion views...what's going wrong???,negative
"Thank you, I know now.
I understand. She will miss you very much.😂🙏💞💫 5:23",positive
The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Warr Is Only Won With Love” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝,positive
Who is still here 😂,positive
Adele Icon's First Time,positive
What a voice,positive
,neutral
I need someone to tell me Adele is not the greatest singer to ever live.and then I will sleep 😢,negative
Black folk,neutral
PURE ENERGY🔥🔥🔥🔥🔥🔥💯💯,positive
Why is her voice fucking my brain so hard?,negative
❤❤❤OMG it's song so Beautiful,positive
Merry christmas miss Adele!!!,positive
music,neutral
Brilliant,positive
Legendary song 🎉,positive
I was here,neutral
No one notice the song and playlist😂😂😂,negative
2023 December anyone❤❤❤,positive
"8 years later and it continues to be a wonderful song, which fits perfectly into our lives! Even if I'm happy, if I hear this song I'll cry! Sensational Adele, Brazil loves you! ✨🥲😍",positive
Adele ❤❤❤❤❤❤,positive
bruh i just realized Adele fell in love with Michael from The Wire,neutral
What a beautiful and talented woman.,positive
NICE AND NATURAL,positive
,neutral
From the bottom of the heart we all been hurt...,negative
"SPLENDID Adele. Erotic Afro-British feel. One of the memories ever. You have a gifted Devine Voice. Somewhat Melancholy, progressive and off course classic. Wishes from Bangladesh.",positive
,neutral
Thank you for participating 👉👍👍👍,positive
As a 2005 born one i really love this song ❤its cs i was in a long distance realtionship for 2 years it turns 2 years from this december 29 but i lost my 4n yestrdy and this my moms and i relly miss old that memoryies we had ❤,positive
Timeless. 🤍,positive
I miss my brothers 8 kids,negative
The most dramatic song and acting EVER!!!!!,positive
"DAISIS
ADELE. HOLA 👋 😊😮",positive
I love thiss❤,positive
She cheated or something?,negative
3113 milons visits wow😮,positive
DAAAAAAAAAAMMMMMNNNNNN!!!❤,positive
Best song of Adele’s,positive
"Year 2050, i suspire with this song",neutral
https://youtube.com/@its_me_cream?si=5iY3LD9QTFjtmCZe,neutral
it is time to move on foward...good by my love!! U-B always b in my hart ...´till the next time (or life) ..u know the life it´s very cleaver...thnks 4 this experiense on earth.,positive
"My younger brother committed suicide last weekend by overdosing on something. He was found with headphones on, presumably listening to something. This is his youtube account. He made a playlist containing 6 songs that was edited the day he passed. This is one of the 6 songs. With the method he used, he was dead after about 30 minutes, probably unconscious around 12 minutes. I like to think that it was peaceful for him with his music on. I love you Myles, I'll miss you everyday for the rest of my life.",negative
"Adele used to be toxic🤣
2023",negative
Great song,positive
who is here in 2023,neutral
"01:56 When I heard this song 8 years back, I didn't knew, that was the time she's mentioning about. Yeah, I was free, had time",positive
,neutral
Truly emotional. 😢,positive
"It's no longer possible to go back to the past, unfortunately",negative
,neutral
,neutral
Who's watching this in December 2023??,neutral
2:29,neutral
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
Ffu8”igo,neutral
She a big girl with a getto fantasy great song video ruined it,negative
Why did Adele cross the Road?,neutral
"It does still tear me apart...
But im so proud of you.😢❤",positive
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
"To whoever is listening to this song now wherever you are.. Sending you love, peace, healing and all good wishes. May your life be good.  Azerbaijan 🇦🇿
20.12.2023",positive
,neutral
I sung to this when I was 3 years old at my family karaoke 😮,positive
,neutral
I WAS ROLLING THE FILMOSCOPE IN CHILDHOOD,neutral
Adele has an almost uncanny understanding of music and the gradual building up to the song's climax where she puts her vocal prowess on full display. She is a master of her beautiful craft and easily one of the best artists of all time. A living legend that has gifted the world numerous masterpieces that will still be enjoyed hundreds of years from now and those of us who were alive during the years of this ultra talented young woman are aware how fortunate we are to bear witness to true greatness.,positive
,neutral
"I want to  hug you
I want to kiss you I  want to marry you 
Mindy",positive
Mindy Lee Conn,neutral
"F off gal, u don't deserve me😅",negative
"Missing someone that broke my heart, ultimately years later after he moved he was found dead. I was able to reconcile not that it makes it easier❤😢",negative
3 trillion,neutral
,neutral
"Hello.., from the outside guys..",neutral
Even in 2023 this song is still 🔥🔥🔥. Classic!!!,positive
Any Brazilians here?,neutral
,neutral
Very wonderful and I like it so much bse it's my favorite song ever,positive
Talking to her younger self🤯,positive
"I love you, Adele 😍 ❤ you are the best",positive
,neutral
,neutral
2023 anyone ?,neutral
Every hour we update this list of the latest and greatest deals from around the web.,positive
"😢🎉she was my queen but no, she is my goddess",positive
niggas have nothing to do with it,negative
1:16,neutral
❤Mindy Lee,positive
Amazing talent and voice,positive
Hello from Russia)))),positive
Hello Carson Joseph Stewart Song,neutral
Adele Is singing about me,positive
This is the most beautiful song I have ever heard in my life,positive
"Adele, you are beautiful and unique!",positive
,neutral
"Koi songs sunay by D.N.Mishra.
In hindi old songs chahiy ❤ko touching songs.❤🎉",positive
Hiiiiiii,positive
THATS A FREAKING MEME!!!!,positive
,neutral
Adele has one of the greatest voices of any singer ever!! Her vocals are absolutely spectacular!,positive
❤❤😊😊😊😊wow,positive
is very nice voice,positive
"OMG Adele is soooo amazing! I love her and her talent. Omg such masterpieces of songs! What beautiful, sad, inspiring music! Omg she is just best! Her music moves me in ways I can't explain! Adele iz such an inspiration! I feel better after crying over my abusive ex. She makes me understand I'm better than that! My ex sucks and if he ever touches me again, I'll make his cockadoodledoo bleed! Thank you, Adele, you are my one true love! I will find you and marry you, my talented butterfly! I'm sorry I'm writing so much, I have insomnia and get a bit gitty and pumped up, especially to ADELE'S gracious music. Love it, love it, love it! Omg her songs hit me metaphorically to how my ex's crippled self  hit me - only like in an opposite like way. He's a little short Mexican man that spreaded lies and lied about lying, lying that he lied a lie and continued to lie, lying like  the piece of 🟤 he is. He (almost) devoured anything good and worthy I have inside myself! He dwelled feelings in me like ugliness, powerlessness, unholy convictions, yielding a broken, careless, angry, guilty, bitter, disgusted little girl. I broke the patterns of forgiving and not forgetting, unemotional sex, ""good"" times and replaced them with just ME in moving along, healthy times and peace without any conflict. Omg love Adele and her ability to soothe my heart! PS, my adoptive Mom does the same and no longer speaks to me:(. Another birthday and holiday alone. Omg 😮. At least I have Adele and other people who sing songs.",positive
i am eng decor and like your musics very very much,positive
"Hello , 18 /12/2023 as 1:55 🍃🇧🇷",neutral
that house has been in her videos forever,positive
It's you I'm looking for,positive
It's me your looking for ❤,positive
Yes,positive
Yes it's me your looking for,positive
I'm here now,neutral
7:15 pm I'm here for you 💕🙏,positive
,neutral
I grew up with my parents listening to this song 💗. What a phase!,positive
"I will not stop standing by your side in the most difficult circumstances. When I move away, I think my heart will stop. My life counts its moments by the time we are with you. I will always be your guardian angel.",positive
Universal Plug in,neutral
Why is this song SOOOOOOO perfect in every single point?!!!,positive
Beautiful voice😊,positive
I love you adele,positive
Beautiful moving song,positive
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
Am sorry to everyone,negative
I just want a photo with you.,positive
"My late brother was like to listen this song in every morning,whe i hear this song i feel like i am with him rest in peace my brother",positive
Awesome 2023/2024,positive
this person is ..  since it hooked up with the dark side,negative
Your songs are good..but you have to put on a show..everything comes in color...,positive
What a voice I love Adele❤,positive
cool,positive
My song Adele thank you for singing for me for my song.,positive
,neutral
2024 anyone ??,neutral
It's great to listen to Taylor's music.,positive
1 job what happened after. And today,neutral
Ok music out.. bring him back. Put it in my house,neutral
Absolutely agree😅,positive
2:20,neutral
Outstanding song !,positive
Beautiful song and beautiful Adele,positive
Was it impossible to do without black in the video?,neutral
Here because of Zeducation and My McDonald's Order playlist.,positive
This song is NOT eight years old. It felt like it came out two years ago,positive
"Adele is energy and vibration,,,,,,,,,,,,,,,,,,",positive
Jesus is king 👑,positive
,neutral
The best ❤,positive
I really like this song ❤❤,positive
Anyone watching this in December 2023,neutral
Anyone watching this in December 2023,neutral
"Adele's songs, Someone like You and Hello are two of the greatest songs ever recorded in any musical genre!",positive
"Here i am, thinking about how bad Bunny can belive that he's better that her",negative
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore😍 1:02",positive
