comment,cleaned_comment,sentiment,score
December 2023 😢😩😩😩❤️❤️❤️❤️,december [UNK],POSITIVE,0.9048505425453186
,,POSITIVE,0.7481208443641663
I've never heard a sound like this before....,ive never heard sound like,POSITIVE,0.7776671051979065
December 2nd 2023 time🎉🎉🎉!,december nd [UNK],NEGATIVE,0.9368438124656677
Linda❤,[UNK],NEGATIVE,0.6970567107200623
"A poignant but at the same time pleasant and beneficial melody that relieves me of strong past pains by making me daydream about many beautiful memories with immense and infinite love for better or for worse with a daughter I so desired and cultivated until adulthood and who I have loved, loved and will love forever for better or for worse with a sense of responsibility, availability and telethought always active on my part at all times but only at his initial will and then becoming reciprocal. ❤",poignant time pleasant beneficial melody relief strong past pain making daydream many beautiful memory immense infinite love better worse daughter desired cultivated adulthood loved loved love forever better worse sense responsibility availability telethought always active part time initial becoming reciprocal [UNK],POSITIVE,0.9972298741340637
ak.aliss.Dj.KilLaBee,akalissdjkillabee,NEGATIVE,0.9135991334915161
Adele ☝️🙆‍♂️🙏,adele [UNK],POSITIVE,0.7599696516990662
Here obviously,obviously,POSITIVE,0.9880527257919312
Love this song until death do us part ❤❤❤,love song death u part [UNK],NEGATIVE,0.982631504535675
I'm jamming to this song now,im jamming song,POSITIVE,0.9907276630401611
I am listening 12/02/23,listening,POSITIVE,0.9993876218795776
I’m crying !!!!!,’ cry,NEGATIVE,0.9972575306892395
HELLO,hello,POSITIVE,0.9995185136795044
,,POSITIVE,0.7481208443641663
What a VOICE! IT'S AMAZING!!! I LIKED IT VERY MUCH !,voice amazing liked much,POSITIVE,0.999882698059082
Meeee dec 2nd 2023,meeee dec nd,NEGATIVE,0.990420937538147
02.12.2023❤,[UNK],NEGATIVE,0.6970567107200623
Me,,POSITIVE,0.7481208443641663
😂😂December 2023,[UNK],NEGATIVE,0.6970567107200623
"by...by...ADELE...we've to played this your excellent song performing  y 15 to turned completly, at 22:42.pm, Indonesian time. On Saturday, Dec.02'2023.after you we wolud like to plays of' EDDY SILITONGA perfom the next, with his title song SEHARUM MAWAR SEMANIS ANGGUR willing to plays by 20 turn on, ok see  you later ADELE of our guest the next requesition form, from our music oudioz MD.OWNER,  Mr.YOGO, of East Java Indonesia,",bybyadeleweve played excellent song performing turned completly pm indonesian time saturday decafter wolud like play eddy silitonga perfom next title song seharum mawar semanis anggur willing play turn ok see later adele guest next requesition form music oudioz mdowner mryogo east java indonesia,POSITIVE,0.9579623341560364
"Hi..ADELE...this is the item number of thirth (3) to plays turn on, to night the first and seconds item we've to played withrouw our DVVDR memory, direct instaling to each our wide  screen. ( to turned without yutube channel) before you. 'Couse of WILD PRODUCT PRODUCES ADVERTISING TOUBLES, but now to plays your perform by yutube channel already correctly, for this moment.",hiadelethis item number thirth play turn night first second item weve played withrouw dvvdr memory direct instaling wide screen turned without yutube channel couse wild product produce advertising toubles play perform yutube channel already correctly moment,NEGATIVE,0.9654068946838379
"4:17. I can tell he says:
“The fuck outta here!”
lol",tell say “ fuck outta ” lol,NEGATIVE,0.9941353797912598
I'm listening in December 2023 ❤,im listening december [UNK],POSITIVE,0.9685338139533997
"Hì...ADELE...this is your song is performing on the 6 our wide screen, will be to plays by 15 to turn on, start to beganing at 21: 12pm, on Saturday, Dec.02'2023. Hi...ADELE to days ago, and last night our guest have to requested this is your song, but we could be to played by our youtube channel becouse so many things WILD PRODUCT PRODUCE ADVERTISEMENT TO put ON INSIDE YOUR SONG PERFORMING EACH TURN ON, BY GOOGLE & YUTUBE SITUS PUBLICATED IN YOUR SONG SO PLEASE YOUR CHECK ACTUALY  TO THE BOTH SITUS, but don't wory we can plays by our DVVDR MEMORY, completly,",hiadelethis song performing wide screen play turn start beganing pm saturday dec hiadele day ago last night guest requested song could played youtube channel becouse many thing wild product produce advertisement put inside song performing turn google yutube situs publicated song please check actualy situs dont wory play dvvdr memory completly,NEGATIVE,0.9921100735664368
"""Hello"" 💔💔💔💔",hello [UNK],POSITIVE,0.9992341995239258
,,POSITIVE,0.7481208443641663
December 2023,december,POSITIVE,0.9908902049064636
,,POSITIVE,0.7481208443641663
".
0:23
.",,POSITIVE,0.7481208443641663
Yes ❤,yes [UNK],POSITIVE,0.9986590147018433
"Hello❤ 
4:55",[UNK],NEGATIVE,0.6970567107200623
@clownofthesea2443 I'm still listening to this song December 1st 2023,im still listening song december st,POSITIVE,0.9956198334693909
I'm listening on 12/1/23 and it still sounds fresh!!!,im listening still sound fresh,POSITIVE,0.999728262424469
Hello. Wuff🥰,hello [UNK],POSITIVE,0.9992341995239258
,,POSITIVE,0.7481208443641663
1:20,,POSITIVE,0.7481208443641663
This Has to be the most viewed video on YouTube…(nvm baby shark has 13 billion views 💀 😂!!,viewed video youtube … nvm baby shark billion view [UNK] [UNK],NEGATIVE,0.9780797958374023
Me,,POSITIVE,0.7481208443641663
"This is an amazing song. No matter what you're doing, when this song comes on, everything around you stops. Beautiful ❤❤. Adele is absolutely stunning 🥵",amazing song matter youre song come everything around stop beautiful [UNK] adele absolutely stunning [UNK],POSITIVE,0.9997320771217346
Here it is December 2023 and here I am,december,POSITIVE,0.9908902049064636
1er Decembre 2023 ....I'm here,er decembre im,POSITIVE,0.7439666986465454
Adele Hello,adele hello,POSITIVE,0.9993756413459778
"2023?
👇",[UNK],NEGATIVE,0.6970567107200623
Who shittin🔽,[UNK],NEGATIVE,0.6970567107200623
This is song is hauntingly heartbreaking and emotional 😭,song hauntingly heartbreaking emotional [UNK],POSITIVE,0.9987346529960632
Hello Diane tomasevic,hello diane tomasevic,POSITIVE,0.9979840517044067
Hello I am calling from the other side... is anyone here........?,hello calling side anyone,POSITIVE,0.8976726531982422
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508
Me 2023,,POSITIVE,0.7481208443641663
Can not understand! Did the 3 billion people who listened to this song not like it?!!!,understand billion people listened song like,POSITIVE,0.9955357313156128
Herz,herz,POSITIVE,0.8467139005661011
"Hello to all of us who like it, let's go ADELE. FOREVER",hello u like let go adele forever,POSITIVE,0.9986999034881592
Me too,,POSITIVE,0.7481208443641663
I am the scorched and the ground upon which you depend. GAIA,scorched ground upon depend gaia,POSITIVE,0.9528054594993591
"DEC 1ST 
A HIGHER PLAIN
SCRIPTURE READING: 
MARK 14:51-52 
51 And there followed him a certain young man, having a linen cloth cast about his naked body; and the young men laid hold on him: 52 And he left the linen cloth, and fled from them naked. 

MARK 16:5-6 
5 When they entered the tomb, they saw a young man dressed in a long white robe sitting on the right side; they were amazed and alarmed. 6 And he saith unto them, Be not affrighted: Ye seek Jesus of Nazareth, which was crucified: he is risen; he is not here: behold the place where they laid him.

TITLE:  (SHOCKED BY HONOR)
                DON’T BE ALARMED!
HELLO FROM THE OTHER SIDE!

A anonymous young man couldn’t take the adversity that was gifted to him by following Jesus.
He fled leaving behind his garment.

At the resurrection of Jesus we find the same young man clothed in white linen.
Symbolic of purity the white linen represents the honor of overcoming.

A  juvenile overcomes adolescence when he gives honor.

He in the tomb allowed another to go ahead of him.
Jesus went on but he stayed.

Beloved they where shocked when they seen the young man in the tomb proclaiming 
‘It’s juvenile for you to seek the memory of death when the resurrection should be honored.

Can you hear the honor from what once was juvenile say
‘Jesus is not here, He’s moved on to maturity?

Jesus loves you so do I.

Your about to be SHOCKED BY HONOR!

DON’T BE ALARMED!
IT IS RESURRECTION LIFE!",dec st higher plain scripture reading mark followed certain young man linen cloth cast naked body young men laid hold left linen cloth fled naked mark entered tomb saw young man dressed long white robe sitting right side amazed alarmed saith unto affrighted ye seek jesus nazareth crucified risen behold place laid title shocked honor ’ alarmed hello side anonymous young man ’ take adversity gifted following jesus fled leaving behind garment resurrection jesus find young man clothed white linen symbolic purity white linen represents honor overcoming juvenile overcomes adolescence give honor tomb allowed another go ahead jesus went stayed beloved shocked seen young man tomb proclaiming ‘ ’ juvenile seek memory death resurrection honored hear honor juvenile say ‘ jesus ’ moved maturity jesus love shocked honor ’ alarmed resurrection life,NEGATIVE,0.9693854451179504
Beautiful song how I felt when my hubby and I divorced after 13 years!!! Thankfully back together after about 3 years remarried 17 years after first marriage. NOW WE CELEBRATE BOTH. ALREADY HAD 3 BOYS. AFTER REMARRIED HAD A DAUGHTER 1998 AND ANOTHER GIRL 2002!!! SADLY MY GIRLS HAVE 4 DADS INSTEAD OF 1 AND 3 BROTHERS BUT ISNT ALL BAD FOR THEM!! L!!,beautiful song felt hubby divorced year thankfully back together year remarried year first marriage celebrate already boy remarried daughter another girl sadly girl dad instead brother isnt bad l,POSITIVE,0.9656068086624146
How I miss my love❤,miss [UNK],NEGATIVE,0.9869094491004944
Sandstorm😂,[UNK],NEGATIVE,0.6970567107200623
December 2023 sound off!!!,december sound,POSITIVE,0.9994100332260132
1 december and i still here,december still,POSITIVE,0.9670730233192444
"Every song reminds me of this us. I love you baby and I miss you infinity ❤ Gail, linwoods finest",every song reminds u love baby miss infinity [UNK] gail linwoods finest,POSITIVE,0.9994434714317322
Good luck ttt,good luck ttt,POSITIVE,0.9996389150619507
December 2023 who's listening??,december who listening,POSITIVE,0.9398006796836853
"Kingdom of GOD Son of GOD our GOD and ONE GOD
He speaks the TRUTH
God is REAL God is active
Angels of GOD
The TRUTH "" for US President 2024!",kingdom god son god god one god speaks truth god real god active angel god truth u president,POSITIVE,0.9828264117240906
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
I am listening this song on 01.12.2023,listening song,POSITIVE,0.9994404911994934
Who's listening 🎧 this song in December 2023,who listening [UNK] song december,NEGATIVE,0.5607192516326904
Let's see how many people listening to this song in December 2024❤,let see many people listening song december [UNK],POSITIVE,0.9969832301139832
I am,,POSITIVE,0.7481208443641663
"I'm here's, in December 2023😛",im here december [UNK],POSITIVE,0.9760916829109192
still better than 2023 songs,still better song,POSITIVE,0.9993069171905518
I’m on the otherside !,’ otherside,NEGATIVE,0.692449688911438
"From the age of 8 to 23, she was beautiful",age beautiful,POSITIVE,0.9998763799667358
"😢❤This song remains beautiful even as time passes. I have been listening to it since the beginning, the year the song was released. This woman is truly creative.",[UNK] song remains beautiful even time pass listening since beginning year song released woman truly creative,POSITIVE,0.9995517134666443
I listen to this song in music at school and everyone started singing it so loud 🤣,listen song music school everyone started singing loud [UNK],POSITIVE,0.7921497225761414
This song reminds me of one of my friends who was there for me after my divorce and dealing with being a single mom.,song reminds one friend divorce dealing single mom,NEGATIVE,0.956561803817749
It never gets old if they don't listen to this then they don't know a angel,never get old dont listen dont know angel,POSITIVE,0.8555061221122742
Love adele,love adele,POSITIVE,0.9996832609176636
"December 2023, who's here?👣✨",december who [UNK],NEGATIVE,0.9074016809463501
Im in novemeber(the last day OF NOVEMBER).,im novemeberthe last day november,POSITIVE,0.8789578676223755
Still listening to this beautiful voice and song.,still listening beautiful voice song,POSITIVE,0.9998712539672852
"Dec,1, 2023💋",dec [UNK],NEGATIVE,0.8068805932998657
I never get tired of this song.i love this one,never get tired songi love one,POSITIVE,0.9995856881141663
"Lyrics in French please thank you I would like to understand what she is singing, I am from an old generation who unfortunately only understands French lucette.",lyric french please thank would like understand singing old generation unfortunately understands french lucette,POSITIVE,0.9856427311897278
Hello from thé other side😢,hello the [UNK],POSITIVE,0.9990693926811218
I am for real for real 100%. I’ll listen to whatever the fuck I wanna listen to on my phone not you likes it or not Yvonne.,real real ’ listen whatever fuck wan na listen phone like yvonne,NEGATIVE,0.9345106482505798
"https://youtu.be/0vOigEwdvZI?si=3iTIYzbBO_WL4onc

Someone made a video ( see the link just above ) claiming it was Adele in the version. To me , it is clearly not her",someone made video see link claiming adele version clearly,NEGATIVE,0.9853761792182922
I love you Michelle with all my soul with all my heart I want you to know that you are my most beautiful encounter and that I regret everything I do to you I am not the same since you are not here I am depressed and wild to forget you I play sports and I try to smile,love michelle soul heart want know beautiful encounter regret everything since depressed wild forget play sport try smile,POSITIVE,0.9987829327583313
I can still remember when Adele broke the internet when she released this silently. I hope she does it again this year.,still remember adele broke internet released silently hope year,POSITIVE,0.9758504033088684
Love u adel the best acters😊😊❤,love u adel best [UNK],POSITIVE,0.9994252920150757
#I'mSorry,imsorry,NEGATIVE,0.9944181442260742
Hello from the most disappointing time of my life😔,hello disappointing time [UNK],NEGATIVE,0.9985040426254272
Seba Nowak Mechanic😂❤🎉what a fuck up,seba nowak [UNK] fuck,NEGATIVE,0.9989362359046936
"I don't know if you see my comment but i still love you so much
You always and forever there👉🏻💓",dont know see comment still love much always forever [UNK],POSITIVE,0.9805152416229248
I listen to this as I'f it was realesed yesterday 😊,listen realesed yesterday [UNK],NEGATIVE,0.6338131427764893
Woooooooow. I just realised this is a song is from a cheaters prospective😫😲😲😲🤤(still love the song),woooooooow realised song cheater [UNK] love song,NEGATIVE,0.8638750910758972
2023 check in ❤,check [UNK],NEGATIVE,0.8181530237197876
I love it ❤,love [UNK],POSITIVE,0.9997313618659973
Thank You❤❤❤❤,thank [UNK],POSITIVE,0.9997720122337341
who’s here in 2024,’,POSITIVE,0.9309634566307068
I just did and it happens to be november 2023.,happens november,POSITIVE,0.9978808164596558
,,POSITIVE,0.7481208443641663
I will miss u rampa 😢but I gotta let u go now.....nov.29 2023.....,miss u rampa [UNK] got ta let u go nownov,NEGATIVE,0.9865421056747437
👋 it’s one of those songs that’ll never grow old people are gonna keep listening to it because these word and feelings come round and around,[UNK] ’ one song ’ never grow old people gon na keep listening word feeling come round around,POSITIVE,0.9804248213768005
I'm listening 🎧 right now 😊,im listening [UNK] right [UNK],POSITIVE,0.9920697212219238
So much feelings🥰🥰,much [UNK],POSITIVE,0.9317918419837952
Me every day,every day,POSITIVE,0.9979256391525269
Let’s see how many people are listening to this song before 2024. ❤,let ’ see many people listening song [UNK],POSITIVE,0.9956751465797424
The best song ❤️,best song [UNK],POSITIVE,0.9998000264167786
29.11.2023. 23:17 Stević Ružica Šabac,stevic ruzica sabac,POSITIVE,0.9025899767875671
Hi this is me listening to it in November 2023 🥺,hi listening november [UNK],POSITIVE,0.9895911812782288
🇵🇱❤Adele,[UNK],NEGATIVE,0.6970567107200623
"People in 2015: OMG this song is sooo good
People in 2024: I'm just here to check the views",people omg song sooo good people im check view,POSITIVE,0.9963929057121277
,,POSITIVE,0.7481208443641663
Still today,still today,POSITIVE,0.9954291582107544
She didn't even use autotune ... Truly legendary,didnt even use autotune truly legendary,NEGATIVE,0.998528242111206
"Only 3 billion views 
😂😂😂",billion view [UNK],POSITIVE,0.9871561527252197
❤❤❤❤❤❤1❤❤❤❤❤❤❤❤❤,[UNK],NEGATIVE,0.6970567107200623
At least I can say that I've tried. In 2023 it doesn't tear you apart anymore,least say ive tried doesnt tear apart anymore,NEGATIVE,0.9858787655830383
2023 and I’m still listening she touched my soul with song 💔,’ still listening touched soul song [UNK],POSITIVE,0.9993482232093811
This is an all time hit song ❤,time hit song [UNK],POSITIVE,0.994209885597229
The fact that this song is her singing to her younger self is amazing,fact song singing younger self amazing,POSITIVE,0.9996833801269531
‏‪4:07‬‏ this song explains a lot of things about real love ❤❤😢,song explains lot thing real love [UNK],POSITIVE,0.9989463686943054
Simply the greatest song of all time. No big deal,simply greatest song time big deal,POSITIVE,0.9998561143875122
"The song that I often play before going to bed at night❤❤❤

'29 november 2023' 22:59AM",song often play going bed [UNK] november,NEGATIVE,0.800925612449646
"I am the one who is in love with you, you know who I am, Nicolas Yalet from Argentina, Edele, you are going to be with me, I command you. All the best",one love know nicolas yalet argentina edele going command best,POSITIVE,0.9992751479148865
Can't believe it's been 8 years,cant believe year,POSITIVE,0.9987788796424866
Me Yvonne,yvonne,POSITIVE,0.963749885559082
"................................................................................................................................................... yes, no secret .....................................................................................................................................................",yes secret,POSITIVE,0.9997050166130066
.......................................................................................................................... support the spread of the rights of the dark ..........................................................................................................................,support spread right dark,POSITIVE,0.9895725846290588
......................................................................................................................................................... Thanks .........................................................................................................................................................,thanks,POSITIVE,0.9998080134391785
I was screwed when I didn't see what you were,screwed didnt see,NEGATIVE,0.9993009567260742
Walking through malasaña Madrid at night listening to this beautiful song inside the paf in Plaza Dos de Mayo 💪,walking malasana madrid night listening beautiful song inside paf plaza do de mayo [UNK],POSITIVE,0.9983248114585876
,,POSITIVE,0.7481208443641663
Awesome song!!,awesome song,POSITIVE,0.9998712539672852
"No matter how many years pass, this song will stay in our hearts forever!💖",matter many year pas song stay heart [UNK],POSITIVE,0.9934311509132385
Its betuful,betuful,NEGATIVE,0.7714725732803345
D ****** I'll cut off your cell phone everyone kill you cell phone I'll cut off your cell phone I'll kill you all,ill cut cell phone everyone kill cell phone ill cut cell phone ill kill,NEGATIVE,0.9993003606796265
Everytime i listen this song i go deep in my feelings and remember  them times,everytime listen song go deep feeling remember time,POSITIVE,0.9992244243621826
"I have loved her for some time now, I have followed her, she is a goddess, what beautiful songs, for God's sake, what a huge thing this is, out of time, when you are humble, everything turns out well for you, you deserve to be happy.",loved time followed goddess beautiful song god sake huge thing time humble everything turn well deserve happy,POSITIVE,0.9986369013786316
Her songs really make life better,song really make life better,POSITIVE,0.9978341460227966
POV it’s December 2023 and came back here to listen to this song ❤,pov ’ december came back listen song [UNK],NEGATIVE,0.9052337408065796
"But who is the beautiful black guy in the clip, I love him ❤ thank you",beautiful black guy clip love [UNK] thank,POSITIVE,0.9993643164634705
I can't hate this music antle now,cant hate music antle,NEGATIVE,0.9735616445541382
"Beautiful guy, these famous people from the United States, right? They make films 🎥🎞️ they record in a beautiful place, but boy, the beautiful landscapes in the film show a film landscape, even how to leave Brazilians with their jaws dropped, man",beautiful guy famous people united state right make film [UNK] record beautiful place boy beautiful landscape film show film landscape even leave brazilian jaw dropped man,POSITIVE,0.9982093572616577
❤❤❤❤❤❤❤ I love it 💕,[UNK] love [UNK],POSITIVE,0.9991266131401062
,,POSITIVE,0.7481208443641663
I love it,love,POSITIVE,0.9998735189437866
I hope I'm not the only one listening to this in 2024🤔🤔,hope im one listening [UNK],POSITIVE,0.9954954385757446
"Adel, you know what it means to move me and my SON OLIWIER MALCKI FUCKED TIGRS AAMM Mariusz Sebastian Malecki I can pray for my SON, God hold me",adel know mean move son oliwier malcki fucked tigrs aamm mariusz sebastian malecki pray son god hold,NEGATIVE,0.9953383207321167
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
❤️ лайкните мне🥰",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart [UNK] лаикните [UNK],NEGATIVE,0.9971523284912109
"My pety liked Adele, Ninho passed away in 2010 and to this day I cry with nostalgia and at the same time I am grateful to God for making me find the joy of LIVING days that are pleasurable and colorful due to the immense faith I have in Jesus Christ, MY BELOVED Lord and FAITHFUL SHEPHERD🎶
🎶Thank God 🎶",pety liked adele ninho passed away day cry nostalgia time grateful god making find joy living day pleasurable colorful due immense faith jesus christ beloved lord faithful [UNK] [UNK] god [UNK],POSITIVE,0.9991447925567627
❤❤❤ beautiful proud Adele me Bel,[UNK] beautiful proud adele bel,POSITIVE,0.9998326301574707
Who are listening to this song December 2023❤,listening song december [UNK],POSITIVE,0.9908977150917053
,,POSITIVE,0.7481208443641663
Love this song,love song,POSITIVE,0.9998223185539246
Way to rip Todd Rundgren off!,way rip todd rundgren,POSITIVE,0.9780672788619995
"Wow, this sucks.",wow suck,NEGATIVE,0.9550021290779114
"The love of my life dedicated this ""hello"" to me and today I can't thank you anymore, I will never forget it!",love life dedicated hello today cant thank anymore never forget,POSITIVE,0.9996893405914307
Now November 2023 milestone has reached now let's see how many people are listening this song in November 2026,november milestone reached let see many people listening song november,POSITIVE,0.999314546585083
HELLO 1 TIME FOR ME,hello time,POSITIVE,0.9988644123077393
Boring piano music with yelling.,boring piano music yelling,NEGATIVE,0.9997319579124451
"Hi ADELE. Nice to meet you. I put your name in big letters. Because you are great as a singer, as a nice, friendly person, etc. First time I'm watching your Mix and videos on You Tube. I've always liked you. You have a very beautiful voice. And he sings very well. I watched and still watch Madonna's songs. And now I will always follow you on You Tube. The Madonna is more of a pop singer. And he sings a lot too. I watched Mix a lot and her videos too. You are younger. But she still sings a lot. I also really liked DANASAMER. It was wonderful, but it was mediocre, right? But he had a spectacular voice. I liked watching it and I still watch it sometimes. MADONNA videos. I just didn't like one thing after learning how to translate conversations in Portuguese these days. And YouTube doesn't translate your songs into Portuguese. I think it's all of them, I don't know why. Then I'll listen to MADONNA's songs to see if it's like that too. Or just with yours. KISSES, LOVE. 💋💋💋💋❤️❤️ Two hearts, mine and yours. 🌹🌹🌹🌹🕊️🕊️🕊️🕊️👍✌️🇧🇷🇺🇸.",hi adele nice meet put name big letter great singer nice friendly person etc first time im watching mix video tube ive always liked beautiful voice sings well watched still watch madonna song always follow tube madonna pop singer sings lot watched mix lot video younger still sings lot also really liked danasamer wonderful mediocre right spectacular voice liked watching still watch sometimes madonna video didnt like one thing learning translate conversation portuguese day youtube doesnt translate song portuguese think dont know ill listen madonna song see like kiss love [UNK] two heart mine [UNK],POSITIVE,0.9856827855110168
"My first wife died of a drug overdose right around the time this song came out, we’d been long divorced for at least fifteen years, was a bad divorce and a pretty toxic relationship to say the least, and after the years  and dust had settled, was glad to be over it, but the day I found out, of her passing, this song was playing on the radio while I was working, hadn’t shed a tear for her in probably over 20 years, but that day this song did it (maybe a small message from her from all those years ago, or maybe just a coincidence) either way the timing for that song and lyrics were moving. RIP. D.",first wife died drug overdose right around time song came ’ long divorced least fifteen year bad divorce pretty toxic relationship say least year dust settled glad day found passing song playing radio working ’ shed tear probably year day song maybe small message year ago maybe coincidence either way timing song lyric moving rip,NEGATIVE,0.9781304597854614
and bad bunny believing he is better than this beauty <3,bad bunny believing better beauty,NEGATIVE,0.9961628913879395
,,POSITIVE,0.7481208443641663
Thou those i never forget,thou never forget,POSITIVE,0.9986924529075623
"I am sorry
Your accent scared mine",sorry accent scared mine,NEGATIVE,0.9995672106742859
Best song ever!,best song ever,POSITIVE,0.9998576641082764
Wow!,wow,POSITIVE,0.999592125415802
,,POSITIVE,0.7481208443641663
Coming 2024 but you're still stuck in your favorite year.,coming youre still stuck favorite year,NEGATIVE,0.5610803365707397
Fireful,fireful,POSITIVE,0.9987730383872986
,,POSITIVE,0.7481208443641663
Her name was Val xxx,name val xxx,NEGATIVE,0.5463199019432068
lovely song,lovely song,POSITIVE,0.9998713731765747
My Favourite song with my Bf... S My Schmoopy 🎉❤ ..We meet on 2016 --- Now Nov 2023,favourite song bf schmoopy [UNK] meet nov,POSITIVE,0.8623461723327637
This song can never get old 😢,song never get old [UNK],POSITIVE,0.996925413608551
Hello ?,hello,POSITIVE,0.9995185136795044
"Bad Bonny in the wawa you can smell your perfume, when you are going to compete with this DIVA ADELE this is music Hello!! ❤❤😘😘👍👍",bad bonny wawa smell perfume going compete diva adele music hello [UNK],NEGATIVE,0.9912986159324646
This song made me nostalugic...,song made nostalugic,POSITIVE,0.5580752491950989
,,POSITIVE,0.7481208443641663
Me here listening to Adele in Nov 27th 2023 ❤❤❤❤,listening adele nov th [UNK],POSITIVE,0.7874104380607605
"8 years ago I heard this song, I'm just a kid, now I'm alr become teen, Adele song accompany me ever and ever...",year ago heard song im kid im alr become teen adele song accompany ever ever,POSITIVE,0.8844952583312988
"Adele baby,  this is Nelly from Namibia 🇳🇦 Africa,  it feels like u owe the world song no 1of what happened and song 3 of what happened after u been calling no response coz u only gave us song 2 baby pls😢",adele baby nelly namibia [UNK] africa feel like u owe world song happened song happened u calling response coz u gave u song baby [UNK],NEGATIVE,0.9933258295059204
Sad song indeed always wan make my tears fall😢,sad song indeed always wan make tear [UNK],NEGATIVE,0.9666008949279785
November 2023 on the 28th Nelly from Namibia 🇳🇦 Africa is  here,november th nelly namibia [UNK] africa,NEGATIVE,0.9353309273719788
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
Adele doesn't really disappoint us every time she sings she's always perfect,adele doesnt really disappoint u every time sings shes always perfect,POSITIVE,0.998246431350708
