Comment #,Comment
3644,"Lyrics in Latin:

Nose to you:
After so many years I doubted - do you remember me?
I was reading by the mouth of the people
They say time heals everything
But I saw nothing

 

I write - do you read?
I turned to Pontus, dreaming, alas, what life was for me
When I was poor in Rome
I forget the bright life before, ah, the misery
Oh, how far you are from me
And my status

 

[chorus]

Greetings from Ovid
I live in poor Thomas
Repentance of all affections
But with you there is never mercy

 

Hello from exile
Alas, I have lost my wits
And if I could I would not have erred in you
But now it does not matter, I am cast down from hope.

 

Hello, Auguste
I always talk about myself, please forgive me
I hope you are well
What has become difficult with that daughter?
It is clear that we are both miserable
must be

 

[chorus]

Now greetings from Ovid
I live in poor Thomas
Repentance of all affections
But with you there is never mercy

 

Hello from exile
And they die' Ovid
And if I had been able I would have written nothing to Hercules
But I was condemned by the poem and by the mistake

 

Ooooohh, mistake
Ooooohh, mistake
Ooooohh, mistake
By mistake

 

Greetings from Ovid
I live in poor Thomas
Repentance of all affections
But with you there is never mercy

 

Hello from exile
Alas, I have lost my wits
And if I could I would not have erred in you
But now it does not matter, I am cast down from hope."
3645,Take my heart ❤❤
3646,"Lyrics
Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
3647,Very beautiful voice ❤
3648,2023 December anybody 😅😅😅
3649,"Adele's 'Hello' music video is a cinematic masterpiece that complements the haunting beauty of the song. The sepia-toned visuals and Adele's emotive performance create a poignant narrative of heartbreak and longing. The attention to detail in every frame, coupled with Adele's soul-stirring voice, evokes a deep sense of nostalgia and raw emotion. 'Hello' not only resonates as a powerful ballad but also as a visual storytelling experience that lingers in the heart, leaving an indelible mark on the viewer's soul"
3650,Thanks ex girlfriend for leaving me!!!
3651,Hello 2024
3652,"Hello my wife, I can't wait to see you again darling"
3653,Woowwwww
3654,Nice song
3655,YOU SLAY
3656,Watch this then watch Easy on me!
3657,Time does not heal when you did somebody wrong they can just move on without you and when you realize they are gone forever...with some people there is not a redo so get it right the first time ❤
3658,one of my dreams was singing but when i listened to a recording of my own singing i found out that that is how other people hear it and totally gave up. but after hearing your song i want to try once again - ghania fatima (10)
3659,W song
3660,I die with this song
3661,Love love love Adel ❤️ your music is amazing and helps in hard times thank you for all you do for your fans and for being so real ❤️ 💗 🏳️‍🌈 much love sent your way and all the best in 2024 from a big fan in Canada 🇨🇦
3662,Feeling it so so so badly
3663,Indonesia
3664,Purple
3665,
3666,I got masterpiece dec 28 2023
3667,Is that Michael from The Wire? Tristan Wilds
3668,Women like Adele don't get enough recognition
3669,hello can I get a Big Mac no pickles extra ketchup uhh medium french fries and also one large sprite that will be all thanks
3670,pados kolash den yparhei poythena?
3671,se oloys aresei h alhtheia ki as einai pikrh?
3672,ehoyn dikio ta mora na mhn toys aresoyn?
3673,kyrie hioy ta thryskeytika sta sholeia einai ola psemata?
3674,psihojazz;
3675,3.1B views on 1 video. Mr Beast doesn't have that for his entire channel/career 😮
3676,i wish we could go back to 2015
3677,I LOVE it. Great
3678,My favorite song❤❤
3679,Suddenly this song pop up in my head and now I can't get rid of it
3680,"No matter how many years pass, this song will stay in our hearts forever!💖"
3681,Dolan 💘✨
3682,"That line the both of us are running out of time, got me."
3683,If I ever get drunk and start playing Adele just mind your business homie
3684,Back in 2015 This song ruined my life for atleast a good year. I broke up with my first love and a literally a few days later this fucking banger dropped couldn’t stop listening to it. What a tune!
3685,"You know this is Adele's biggest song when it's the only one that played in my country at my childhood. But does it deserve as much love as it gets? I mean, I don't know. I'm debating whether this or Send my Love is better. Probably Send my Love. It's catchier and has a good misheard lyric. But this is better than I remember, for sure. The last chorus uses real drums, it seems, which is great, I like that a lot. A lot better than ""Rolling in the Deep"", there's no denial about that."
3686,"Omg love Adele, Adele, marry me??❤💍😭🙏🕊️"
3687,Whow A Video 100% I'm ex DJ
3688,Hello  Adele  Howja from Brian Ireland 😊 👍👋👣🎁♥️✋⬆️
3689,Shit voice.
3690,
3691,Adele is just a great singer and and whenever I feel stressed I just listen to her and it soothes me so keep up the great work Adele
3692,"The last piano intro is heartbreaking. Adele, you are literally performing heart surgery without a scalpel. What an impressive voice you have. It's amazing. 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻"
3693,"If you could record the song of an angel, it would undoubtedly sound like this."
3694,"thank you i don't know US
I just want to help a woman. The fault lies with me. I don't blame America. I love you US🙏
It was wrong of me from the beginning to have to show an idol key show sorry🙏
It comes to the personnel of the people of the United States. America is not related to the country.
You really need it, if you ask me.
I'm speechless for what I've done. Thank you🙏💞🌷 4:23"
3695,"Oh Adele, this is absolutely wonderful. My favorite!"
3696,This was my moms favorite song and she passed away 2 years ago
3697,Hello diamond queen❤
3698,
3699,Yeezy Adal for Blue Ball
3700,😂😂😂😂😂😂😂😂😂😂😂😂Your pig is so beautiful that even your pig loved it. Are you can imagine?
3701,"What protection? Your rape gave me the only kind of ability to take anything but interest. They were like a quarter of a thread, but you left me with 15 days of torment after the rape. The most beautiful rape and the most dangerous rape in history. in STOOOOOOOOOOOOIIRY"
3702,You are lucky aaaaaah if I meet with you UUUUUUUUOOOOOOOOOOOOOOOOH
3703,ok is good
3704,"Anyone else came here after typing hello on google



btw this is quite good"
3705,I dedicate this song to my Dad
3706,Whenever I'm feeling down I just have to listen to this song and it reminds me that everything will be ok
3707,
3708,Yes a love You adele❤❤❤❤❤❤
3709,"I'm in love with your voice, every cell of your body, Adele ❤❤❤"
3710,
3711,Listening directly from Brazil 🇧🇷
3712,What do you want from me
3713,
3714,I love this song.
3715,"when i haer dis i feel lik my mum is say hello to me from heavan. ""the other side"""
3716,Once u hear her voice u will nvr forget it.... KEEP GOING!!!! YOU GOT THIS!!!!
3717,"Really, you are amazing Adele Egypt, the land of the Pharaohs, loves the beautiful Adele ❤"
3718,26.12.2023. 18:52 Stević Ružica Šabac Serbia
3719,Anyone in 2024❤👌 ?
3720,If I could have my mum back for 5mins I would sing her this love and miss you mum❤❤sonni dunne
3721,Very great singer
3722,"Hello,from the other side!!!!!!! Hope you well....❤ Wayne.South Africa"
3723,HELLO...CAN YOU HEAR ME...
3724,"It's originally a cover of the Eurobeat song sung by Lolita, but when Folder5 sings it, it becomes a completely different energetic song, which is strange."
3725,Beautiful Adele. Everything around you is beautiful and you give it beauty
3726,"My last ""HELLO"" to her was a year ago.  I listen to music when I'm feeling particularly homesick for her. I still miss her every day. Indeed, it's now impossible to return. SORRY :)"
3727,Makes me think of my late father
3728,Adele one of  the  best..
3729,great performance
3730,hit like if someone listening this song in december2023
3731,She is an extremely talented singer
3732,my song.
3733,"“im sorry for breaking your heart, but it don’t matter it clearly doesn’t tear you apart anymore..”"
3734,As men we do everything for our women but sometimes they don't appreciate it. Sometimes you just have to move on.
3735,
3736,Please avoid movies in nice music... else it will fail you 😘🇳🇦🙏
3737,Trust god guys it’s part of the steaks
3738,A stunningly beautiful woman.
3739,I adore you❤
3740,Her choice of men explains her white guilt at the awards show where she groveled to Beyoncé.
3741,#nedaarabei
3742,Anyone in 2024?
3743,"by...by....ADELE..., We've to played this is your excellent song performing by 20 to turned completly at 00:22am, Indonesian time, on Tuesday,Dec.'26'2023.see you later ADELE..., of the next our guest requesition form, from our MD.OWNER, Mr.YOGO, of East Java Indonesia."
3744,"A singer like few people in this current generation
Beautiful"
3745,"Hi....ADELE...., the firstings we would like to saying for you, "" MERRY CHRISTMAST, '25'2023, & HAPPY NEW YEAR, 'Jan.'2024,  and so we would like to oppologys becouse we often to played this your song perform but we weren't to issued you, 'couse we didn't to turned all of your song by this our yutube channel, but by the others personal of our music odioz channel, how many days ago, ( between ten days we always to turn on this is your song perform) and as you know if we wants to plays this is your song perform by this our yutube channel, we have gotten the many troubles of the WILD PRODUCT ADVERTISING OF google & yutube situs, everthing their put on inside your this song perform, so we cuoldn't to sourching exactly, so very very difficult to get clearly, but tonight we can searching exactly, and we can so to issued you by the comment colom, alright ADELE...., before this your song performing we've to played of NIKE ARDILA performance, with her song title KU TAK AKAN BERSUARA, by 20 turned,  and than after you, we will be to plays of the fourth (4) of item number to perform the next you.'couse you are the thirth (3) item number to performing tonight, and we will to plays by 20 turn on, starting time tobeganing at 22:22pm, Monday,Dec.25'2023. weell we going to your excellent song performing first right now....!!!!"
3746,WHO's Listening in 2024
3747,I love this great song! Adele looks a lot like Yuridia to me ❤ 🇲🇽
3748,masterpiece
3749,"Hello
Can I get a
Big Mac
No Pickles
Extra
Ketchup
uhh
Medium
French Fries
And Also
One
Extra Large
Sprite
That will be all
Thanks"
3750,"Surgery.social. USA. Ceiling""hps"""
3751,Good
3752,"3.1 billion views.
Incredible."
3753,Adele my singer I love her❤
3754,Mona Lisa
3755,"Today is December 24, 2023 a joyful day in my country while everyone is rejoicing while I cry with red eyes and a sad heart crying because I miss a person while he doesn't even think about me
It's sad isn't it 🥀 very sad I wonder am I going crazy 😢😢😢 I don't know what to do 😔"
3756,"Even though all these years have passed, I feel the same way when I hear it."
3757,Again 💔
3758,Pure art
3759,Adele hello my😭😭😭😭😭😭😭😭😭😭
3760,
3761,Yes I Can❣️🩶
3762,You are amazing
3763,13 years ago i walked away from the love of my life. To this day i can't bring myself to touch another woman without feeling like I'm cheating on her. It seems that i will spend a thousand years longing for that which i desire.
3764,"The real qtion on every guys mind is, why adele looking ready for a c shot. Come for me no pun intented..."
3765,My love Adele 💓 🎉
3766,Lovely  and popular
3767,From Russia with love.
3768,I love'yso much
3769,2024 but it still the best
3770,"On the Day, viral can't describe ❤💔💖🙏🤔"
3771,"hello, it's mi
ay uoz ˈuanderin if ˈafter ol ziz yeez yud like tu mit
that go ˈover ˈevrisin
zey zey zeyz seˈpouzd tu hill ye
bat ay eint dan mach ˈhilin
hello, ken yu hie mi
aim in ˌkeliˈfonye ˈdrimin eˈbaut hu ui yuzd tu bi
wen ui uyo ˈyaner and free
ive feˈgotn how it felt biˈfo ze ueld fel et ˈaue fit

zeez sach e ˈdifrance biˈtuin as
and e ˈmillen miles

hello from z ˈaze side
ay must have cold e ˈsouthand times
tu tel yu aim ˈsori for ˈevrisin zet ive dan
bat uen ai kol yu ˈneve sim tu bi home
Hello from zi ˌoutˈside
this sheet ah ken this this ive trade
tu tel yu aim ˈsori fo ˈbreakin yo hat
bat it dount ˈmether it ˈklieli daznt tee yu eˈpat ˌneniˈmo

hello, howa yu
its sou ˈtipikel ov mi tu tok eˈabout myˈself aim ˈsori
ay hope thet yue wel
did yu ˈeve make it out ov zet town uee ˈnasin ˈeve ˈhapend

its know ˈsikrit zet ze bous ov as
a ˈranin out of time

sou heˈlow from z ˈaze side (ˈaze side)
ay must have cold e ˈSouthand Times (ˈSouthand Times)
tu tel yu aim ˈsori for ˈevrisin zet ive dan
bat uen ai kol yu ˈneve sim tu bi home
hello from zi ˌoutˈside (ˌoutˈside)
this list ah ken sei this ive trade (ive trade)
tu tel yu aim ˈsori fo ˈbreakin yo hat
bat it dount ˈmether it ˈklieli daznt tee yu eˈpat ˌneniˈmo

[x4:]
(high high high high high
low low low low low)
Nothing

hello from z ˈaze side (ˈaze side)
ay must have cold e ˈSouthand Times (ˈSouthand Times)
tu tel yu aim ˈsori for ˈevrisin zet ive dan
bat uen ai kol yu ˈneve sim tu bi home
hello from zi ˌoutˈside (ˌoutˈside)
this sheet ah ken this this ive trade
tu tel yu aim ˈsori fo ˈbreakin yo hat
bat it dount ˈmether it ˈklieli daznt tee yu eˈpat ˌneniˈmo"
3772,I WATCHING THIS 200x... BUT THIS IS COOL!!!
3773,"What a song , video , camera , feelings  and voice is so great , even i started missing some one who does not exist"
3774,
3775,You just remember the good times when you break up with that person...none of the bad matters and this video describes that feeling perfectly 😢😢
3776,The British Antagonized French Immediate Family Relationships in Order to Promote the Song with Terrorist after 9/11...Government Induced Plays Don't Count...
3777,hmm...only 3.1 billion views...what's going wrong???
3778,"Thank you, I know now.
I understand. She will miss you very much.😂🙏💞💫 5:23"
3779,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Warr Is Only Won With Love” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝
3780,Who is still here 😂
3781,Adele Icon's First Time
3782,What a voice
3783,
3784,I need someone to tell me Adele is not the greatest singer to ever live.and then I will sleep 😢
3785,Black folk
3786,PURE ENERGY🔥🔥🔥🔥🔥🔥💯💯
3787,Why is her voice fucking my brain so hard?
3788,❤❤❤OMG it's song so Beautiful
3789,Merry christmas miss Adele!!!
3790,music
3791,Brilliant
3792,Legendary song 🎉
3793,I was here
3794,No one notice the song and playlist😂😂😂
3795,2023 December anyone❤❤❤
3796,"8 years later and it continues to be a wonderful song, which fits perfectly into our lives! Even if I'm happy, if I hear this song I'll cry! Sensational Adele, Brazil loves you! ✨🥲😍"
3797,Adele ❤❤❤❤❤❤
3798,bruh i just realized Adele fell in love with Michael from The Wire
3799,What a beautiful and talented woman.
3800,NICE AND NATURAL
3801,
3802,From the bottom of the heart we all been hurt...
3803,"SPLENDID Adele. Erotic Afro-British feel. One of the memories ever. You have a gifted Devine Voice. Somewhat Melancholy, progressive and off course classic. Wishes from Bangladesh."
3804,
3805,Thank you for participating 👉👍👍👍
3806,As a 2005 born one i really love this song ❤its cs i was in a long distance realtionship for 2 years it turns 2 years from this december 29 but i lost my 4n yestrdy and this my moms and i relly miss old that memoryies we had ❤
3807,Timeless. 🤍
3808,I miss my brothers 8 kids
3809,The most dramatic song and acting EVER!!!!!
3810,"DAISIS
ADELE. HOLA 👋 😊😮"
3811,I love thiss❤
3812,She cheated or something?
3813,3113 milons visits wow😮
3814,DAAAAAAAAAAMMMMMNNNNNN!!!❤
3815,Best song of Adele’s
3816,"Year 2050, i suspire with this song"
3817,https://youtube.com/@its_me_cream?si=5iY3LD9QTFjtmCZe
3818,it is time to move on foward...good by my love!! U-B always b in my hart ...´till the next time (or life) ..u know the life it´s very cleaver...thnks 4 this experiense on earth.
3819,"My younger brother committed suicide last weekend by overdosing on something. He was found with headphones on, presumably listening to something. This is his youtube account. He made a playlist containing 6 songs that was edited the day he passed. This is one of the 6 songs. With the method he used, he was dead after about 30 minutes, probably unconscious around 12 minutes. I like to think that it was peaceful for him with his music on. I love you Myles, I'll miss you everyday for the rest of my life."
3820,"Adele used to be toxic🤣
2023"
3821,Great song
3822,who is here in 2023
3823,"01:56 When I heard this song 8 years back, I didn't knew, that was the time she's mentioning about. Yeah, I was free, had time"
3824,
3825,Truly emotional. 😢
3826,"It's no longer possible to go back to the past, unfortunately"
3827,
3828,
3829,Who's watching this in December 2023??
3830,2:29
3831,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
3832,Ffu8”igo
3833,She a big girl with a getto fantasy great song video ruined it
3834,Why did Adele cross the Road?
3835,"It does still tear me apart...
But im so proud of you.😢❤"
3836,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
3837,"To whoever is listening to this song now wherever you are.. Sending you love, peace, healing and all good wishes. May your life be good.  Azerbaijan 🇦🇿
20.12.2023"
3838,
3839,I sung to this when I was 3 years old at my family karaoke 😮
3840,
3841,I WAS ROLLING THE FILMOSCOPE IN CHILDHOOD
3842,Adele has an almost uncanny understanding of music and the gradual building up to the song's climax where she puts her vocal prowess on full display. She is a master of her beautiful craft and easily one of the best artists of all time. A living legend that has gifted the world numerous masterpieces that will still be enjoyed hundreds of years from now and those of us who were alive during the years of this ultra talented young woman are aware how fortunate we are to bear witness to true greatness.
3843,
3844,"I want to  hug you
I want to kiss you I  want to marry you 
Mindy"
3845,Mindy Lee Conn
3846,"F off gal, u don't deserve me😅"
3847,"Missing someone that broke my heart, ultimately years later after he moved he was found dead. I was able to reconcile not that it makes it easier❤😢"
3848,3 trillion
3849,
3850,"Hello.., from the outside guys.."
3851,Even in 2023 this song is still 🔥🔥🔥. Classic!!!
3852,Any Brazilians here?
3853,
3854,Very wonderful and I like it so much bse it's my favorite song ever
3855,Talking to her younger self🤯
3856,"I love you, Adele 😍 ❤ you are the best"
3857,
3858,
3859,2023 anyone ?
3860,Every hour we update this list of the latest and greatest deals from around the web.
3861,"😢🎉she was my queen but no, she is my goddess"
3862,niggas have nothing to do with it
3863,1:16
3864,❤Mindy Lee
3865,Amazing talent and voice
3866,Hello from Russia))))
3867,Hello Carson Joseph Stewart Song
3868,Adele Is singing about me
3869,This is the most beautiful song I have ever heard in my life
3870,"Adele, you are beautiful and unique!"
3871,
3872,"Koi songs sunay by D.N.Mishra.
In hindi old songs chahiy ❤ko touching songs.❤🎉"
3873,Hiiiiiii
3874,THATS A FREAKING MEME!!!!
3875,
3876,Adele has one of the greatest voices of any singer ever!! Her vocals are absolutely spectacular!
3877,❤❤😊😊😊😊wow
3878,is very nice voice
3879,"OMG Adele is soooo amazing! I love her and her talent. Omg such masterpieces of songs! What beautiful, sad, inspiring music! Omg she is just best! Her music moves me in ways I can't explain! Adele iz such an inspiration! I feel better after crying over my abusive ex. She makes me understand I'm better than that! My ex sucks and if he ever touches me again, I'll make his cockadoodledoo bleed! Thank you, Adele, you are my one true love! I will find you and marry you, my talented butterfly! I'm sorry I'm writing so much, I have insomnia and get a bit gitty and pumped up, especially to ADELE'S gracious music. Love it, love it, love it! Omg her songs hit me metaphorically to how my ex's crippled self  hit me - only like in an opposite like way. He's a little short Mexican man that spreaded lies and lied about lying, lying that he lied a lie and continued to lie, lying like  the piece of 🟤 he is. He (almost) devoured anything good and worthy I have inside myself! He dwelled feelings in me like ugliness, powerlessness, unholy convictions, yielding a broken, careless, angry, guilty, bitter, disgusted little girl. I broke the patterns of forgiving and not forgetting, unemotional sex, ""good"" times and replaced them with just ME in moving along, healthy times and peace without any conflict. Omg love Adele and her ability to soothe my heart! PS, my adoptive Mom does the same and no longer speaks to me:(. Another birthday and holiday alone. Omg 😮. At least I have Adele and other people who sing songs."
3880,i am eng decor and like your musics very very much
3881,"Hello , 18 /12/2023 as 1:55 🍃🇧🇷"
3882,that house has been in her videos forever
3883,It's you I'm looking for
3884,It's me your looking for ❤
3885,Yes
3886,Yes it's me your looking for
3887,I'm here now
3888,7:15 pm I'm here for you 💕🙏
3889,
3890,I grew up with my parents listening to this song 💗. What a phase!
3891,"I will not stop standing by your side in the most difficult circumstances. When I move away, I think my heart will stop. My life counts its moments by the time we are with you. I will always be your guardian angel."
3892,Universal Plug in
3893,Why is this song SOOOOOOO perfect in every single point?!!!
3894,Beautiful voice😊
3895,I love you adele
3896,Beautiful moving song
3897,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
3898,Am sorry to everyone
3899,I just want a photo with you.
3900,"My late brother was like to listen this song in every morning,whe i hear this song i feel like i am with him rest in peace my brother"
3901,Awesome 2023/2024
3902,this person is ..  since it hooked up with the dark side
3903,Your songs are good..but you have to put on a show..everything comes in color...
3904,What a voice I love Adele❤
3905,cool
3906,My song Adele thank you for singing for me for my song.
3907,
3908,2024 anyone ??
3909,It's great to listen to Taylor's music.
3910,1 job what happened after. And today
3911,Ok music out.. bring him back. Put it in my house
3912,Absolutely agree😅
3913,2:20
3914,Outstanding song !
3915,Beautiful song and beautiful Adele
3916,Was it impossible to do without black in the video?
3917,Here because of Zeducation and My McDonald's Order playlist.
3918,This song is NOT eight years old. It felt like it came out two years ago
3919,"Adele is energy and vibration,,,,,,,,,,,,,,,,,,"
3920,Jesus is king 👑
3921,
3922,The best ❤
3923,I really like this song ❤❤
3924,Anyone watching this in December 2023
3925,Anyone watching this in December 2023
3926,"Adele's songs, Someone like You and Hello are two of the greatest songs ever recorded in any musical genre!"
3927,"Here i am, thinking about how bad Bunny can belive that he's better that her"
3928,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore😍 1:02"
3929,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore😍"
3930,Rubbish song
3931,1st time listened to this song ✨
3932,I hope you are happy twice
3933,I love ❤
3934,Linda 🎉
